x,y,z
10.611760905934942,9.671135366166734,10.189623713650576
9.294755659375689,9.709880747154022,10.292706105327401
10.25715597923037,9.256240370739192,10.467833722432433
7.195369695221348,9.737816101878146,8.776255796161045
10.544694168477852,9.046372056057535,10.905878255812032
10.40252885958587,9.021769330333536,10.567368794957787
11.068925456867685,9.551562863548511,9.563414400095589
11.497300770260832,10.264850310378161,10.59772437615664
9.02305121604991,11.142386493457863,11.05376392723542
10.652276168986566,9.85004332838055,9.16044927991566
9.330404815241172,9.878035937965498,9.677324688630348
8.074326022584874,9.493494846642454,10.314200940603554
9.199147162657383,8.91522813831471,10.494749635485359
9.80231737085356,10.813122351537444,10.426068158919163
9.810834690399522,10.097901014410926,10.202525861563727
10.637883502478733,8.752856125578775,9.555113171680214
11.22096985721287,10.213153055112016,10.600445247318959
9.665327912271847,10.983556344510003,10.315861647583807
9.440047412993062,9.36934098496325,12.145627667993462
9.211424178669763,11.473505814868412,8.974507211451003
9.765184032387953,10.079385326354753,10.279213509458748
10.022409847878532,10.219663089016969,8.863930868012055
10.170110494262152,9.942196319074096,8.430094984247487
10.464419390795484,11.31739660179736,10.409777454961091
12.106908258389849,8.174824146994096,9.446667964689931
11.017124864200115,10.676930784734314,10.594666434212634
9.871412504814561,10.18374761873519,12.640231060823558
7.920018117072446,9.643906770774054,10.778641693096306
10.587359331197655,10.333849364936833,10.821815729514443
10.753433069602654,11.311906368890277,8.174046212833911
11.717830967081465,9.799271780192964,8.535943054499901
11.361893964191205,9.581865360135074,9.45786069671582
11.131813912908722,8.36507161837941,10.995361096052473
10.31335056881775,9.800730149026958,10.495234881533776
9.328917796231973,10.304819974410712,12.060962328788168
9.699955748731636,10.19247721414338,11.71078684302069
10.311968602873607,10.90002817988433,8.963855825156935
10.065041081594103,10.482177160263662,9.902165035188686
10.703174987875173,10.807974176587164,10.863216384742248
10.965986267930873,8.657471891304638,10.792633125669065
10.366311129975333,9.894891382676477,10.047144985612823
9.280091127792085,9.086474047189677,10.263172581366605
10.403512676113127,11.558106081855716,12.71847249524562
10.733930489148351,12.685215323565378,7.107877912355043
9.166611276585519,10.313868084683822,10.733807855408477
10.333280395123596,10.517122832419327,8.929214125982943
10.977335155671664,9.579215576496496,10.264425339758105
8.818892395913615,9.235775613276708,11.696144701629615
8.163083846463092,10.5308224508494,8.859654924229263
9.674300301067635,8.55373158727579,10.710426323520815
10.074092130680324,11.09662639084396,10.811757513294877
11.374916228310548,11.396083599676835,9.171716799424349
8.883402714185069,11.055244516708463,9.186405039593224
9.26199748908411,12.14977268668406,10.32086684021789
9.40976458485847,9.460147564183638,9.14705038892714
10.609399793237163,9.814087591511093,9.958949984033538
8.594880883804501,8.13150330885228,9.107537239976796
10.17939792586286,11.031568011035136,9.175667658651845
11.960435009910336,10.753262335331328,9.357138978900162
12.90186937454858,8.413004025317576,9.457867951696716
9.513575608509756,9.676277221512063,9.265261681216849
11.007008440558643,11.612202964706396,10.359625256592679
10.020099482837953,10.061410246144524,9.58448566608257
9.564948666797198,11.477857225848323,11.169586580280756
8.256633864297875,9.27051654940528,10.575303801952415
10.994419746995366,9.210280703336288,11.524261084250469
10.867799710260229,11.00577716889054,10.466380040718404
10.302388225336937,10.569989505292334,9.31021508033313
8.682551931501274,10.015349063761262,8.432566221201197
12.20230267684341,10.847671400379589,8.927322319994095
10.265566801024596,9.572426850875623,10.293533235093344
10.020634789835643,9.9598739491833,9.423039937154343
11.047143750297396,11.437885657853572,10.606729680488337
7.805733261633515,9.851743188687191,8.181449736334308
9.232584316602912,9.118936702701706,9.04838503872453
10.428414047320857,9.558064407053184,9.50756891410926
8.709474456938981,9.173281774121538,8.745533352634315
11.122481054319243,10.647681868811338,11.047321578081558
10.063491601635759,8.314520673602598,10.130450458822063
10.055315632741486,10.812858766835927,9.953170002624775
10.164193239566446,9.336598220467472,6.9606992857120105
10.044665020731927,9.447610494506215,9.591742549461877
9.40967241496075,10.813012440071637,10.588938432782648
11.196231292743876,9.176731916483531,9.852306263826458
9.23567442610397,12.062167525455468,11.505841698060687
12.352358955884,9.48386548099061,9.173607664115785
9.647089068075907,8.42417527574415,9.722731411584613
9.153180250523196,9.267031052822412,11.167775003311172
7.5821149863052,8.145346065156318,10.25483798013151
11.191464727810121,10.754081595606534,10.32168725879811
11.588338093495036,9.849983664312216,11.095358876872746
8.361390307057514,9.424762139915172,10.6414555110223
10.20618259723286,8.533618462599325,9.177958667941637
10.366039553678567,10.669788682620224,9.923259790574413
10.142637883481594,9.42637156259965,10.22514191094845
9.543149265235852,10.594256413107836,10.417454182110813
9.45454226772,10.879175621330345,8.83522293829969
10.137952385719943,10.616809315391428,9.178966940380061
10.67662554459625,10.629288253742585,9.045850616233334
10.171298338664942,11.311723927044568,10.366633206685787
8.349781284526202,10.14279422213834,10.819914614098423
9.034817619823867,10.03530193188246,8.09939627150618
8.334878862423432,9.62502788198289,8.959965728520288
11.27650414687088,9.876384049229975,8.830849561066662
11.104807550591328,10.265353372970301,9.282838424604158
10.767148649393235,9.290810200532011,10.647217850307019
10.85627345586864,8.67796932871515,8.648235896841312
9.80273176831937,8.446314365102072,10.567771117601769
9.065566428831524,11.432376058395699,10.196580453819676
9.772594270561434,9.587891256288216,9.700769249770458
8.454260305059977,12.385048183027804,10.210760773519993
10.408598739324955,10.104038433424721,10.667954273927831
10.195047932348107,11.779950725616828,8.990276448128334
10.153880225339101,10.650409735311932,9.557355375067702
8.284760302981185,12.096352624238442,9.824337337434583
10.126564026223258,11.25896818998385,10.166497089867987
9.75642093590624,9.989435492785931,10.394562373503554
12.630570992968757,7.613127184350088,9.47679180216964
9.596494362540138,9.455091924798683,10.847095176313243
